Company Name,NIFTY closing ,Date ,Market Capitalisation,EPS ,P/E ,P/B ,NIFTY closing ,Date ,Market Capitalisation,EPS ,P/E ,P/B ,NIFTY closing ,Date ,Market Capitalisation,EPS ,P/E ,P/B ,NIFTY closing ,Date ,Market Capitalisation,EPS ,P/E ,P/B ,NIFTY closing ,Date ,Market Capitalisation,EPS ,P/E ,P/B ,NIFTY closing ,Date ,Market Capitalisation,EPS ,P/E ,P/B ,NIFTY closing ,Date ,Market Capitalisation,EPS ,P/E ,P/B ,NIFTY closing ,Date ,Market Capitalisation,EPS ,P/E ,P/B ,NIFTY closing ,Date ,Market Capitalisation,EPS ,P/E ,P/B ,NIFTY closing ,Date ,Market Capitalisation,EPS ,P/E ,P/B ,NIFTY closing ,Date ,Market Capitalisation,EPS ,P/E ,P/B 
Aarti Industries Ltd.,5682.55,28-03-2013,6373.12,12.91,6.24,1.13,6704.2,31-03-2014,10883.49,16.55,7.42,1.4,8491,31-03-2015,31077.96,20.78,16.88,3.42,7738.4,31-03-2016,42947.49,32.59,15.82,3.93,9173.75,31-03-2017,62867.26,37.06,20.65,4.8,10113.7,28-03-2018,93234.84,37.34,30.71,6.46,11623.9,29-03-2019,136732.79,49.5,31.87,5.32,8597.75,31-03-2020,133594.28,29.54,25.96,4.6,14690.7,31-03-2021,229545.21,29.45,44.73,6.73,17464.75,31-03-2022,346789.49,15.18,63.03,7.7,17359.75,31-03-2023,187831.47,14.59,35.5,3.82
Aarti Pharmalabs Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17359.75,31-03-2023,24999.18,18.95,14.56,1.74
Aarti Surfactants Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14690.7,31-03-2021,7062.29,28.53,32.64,5.32,17464.75,31-03-2022,5694.43,8.19,91.7,4.19,17359.75,31-03-2023,3845.91,14.83,30.6,2.28
Aarvee Denims & Exports Ltd.,5682.55,28-03-2013,801.15,15.12,2.26,0.32,6704.2,31-03-2014,828.13,1.57,22.44,0.32,8491,31-03-2015,964.2,-6.22,,0.38,7738.4,31-03-2016,1218.74,5.01,10.37,0.46,9173.75,31-03-2017,1744.24,0.78,95.31,0.66,10113.7,28-03-2018,988.83,2.63,16.05,0.37,11623.9,29-03-2019,545.44,0.58,40.11,0.2,8597.75,31-03-2020,186.51,-17.1,,0.08,14690.7,31-03-2021,410.55,-31.01,,0.24,17464.75,31-03-2022,559.52,-27.47,,0.44,17359.75,31-03-2023,425.8,-27.73,,0.69
Aarvi Encon Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10113.7,28-03-2018,1085.15,3.25,22.61,1.89,11570,28-03-2019,606.14,3.62,11.33,0.98,8597.75,31-03-2020,313.42,2.27,9.36,0.48,14690.7,31-03-2021,764.33,4.01,12.89,1.06,17464.75,31-03-2022,1713.47,8.44,13.73,2.09,17359.75,31-03-2023,1527.19,9.55,10.82,1.63
Aavas Financiers Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11623.9,29-03-2019,90277.11,18.55,62.31,5.14,8597.75,31-03-2020,93113.9,31.81,37.38,4.44,14690.7,31-03-2021,190047.74,36.87,65.67,7.91,17464.75,31-03-2022,202823.26,45.2,56.85,7.22,17359.75,31-03-2023,127340.86,54.36,29.63,3.89
Aban Offshore Ltd.,5682.55,28-03-2013,11479.66,-2.39,,0.65,6704.2,31-03-2014,23144.26,40.72,13.06,1.24,8491,31-03-2015,24626.87,32.31,13.2,0.86,7738.4,31-03-2016,10298.56,49.36,3.57,0.27,9173.75,31-03-2017,13140.95,35.81,6.29,0.32,10113.7,28-03-2018,9245.07,4.74,33.45,0.22,11623.9,29-03-2019,3347.25,-1.18,,0.08,8597.75,31-03-2020,817.11,39.07,0.36,,14690.7,31-03-2021,1718.86,-29.03,,,17464.75,31-03-2022,2693.56,-17.48,,,17359.75,31-03-2023,1940.65,-32.57,,
Abans Holdings Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17359.75,31-03-2023,10703.65,0.21,1009.78,9.42
Abbott India Ltd.,5682.55,28-03-2013,28456,54.32,24.65,4.4,6704.2,31-03-2014,37297.84,68.81,25.51,4.73,8491,31-03-2015,83989.99,104.9,37.68,8.96,7738.4,31-03-2016,99982.22,119.63,39.33,8.36,9173.75,31-03-2017,98652.01,128.62,36.1,7.11,10113.7,28-03-2018,115871.38,158.74,34.35,6.86,11623.9,29-03-2019,155221.9,204.03,35.8,8.11,8597.75,31-03-2020,328325.09,278.96,55.39,13.5,14690.7,31-03-2021,318384.67,323.17,46.36,12.24,17464.75,31-03-2022,376173.21,375.29,47.17,13.34,17359.75,31-03-2023,468862.66,440.34,50.11,14.7
Abhishek Corporation Ltd.,5682.55,28-03-2013,73.64,-62.72,,,5919.45,04-06-2013,72.04,-41.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abhishek Integrations Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17464.75,31-03-2022,59.31,0,,0.76,17359.75,31-03-2023,123.29,2.23,18.4,1.46
Accelya Solutions India Ltd.,5682.55,28-03-2013,5013.73,34.71,9.68,3.53,6704.2,31-03-2014,11264.1,56.48,13.36,10.3,8491,31-03-2015,13903.81,44.97,20.71,11.79,7738.4,31-03-2016,12939.58,48.18,17.99,9.78,9173.75,31-03-2017,21663.23,61.62,23.55,14.13,10113.7,28-03-2018,19837.75,67.95,19.56,13.29,11623.9,29-03-2019,13695.59,62.19,14.75,8.73,8597.75,31-03-2020,12732.1,74.69,11.42,5.29,14690.7,31-03-2021,12760.46,20.94,40.83,6.04,17464.75,31-03-2022,13851.57,44.53,20.84,6.05,17359.75,31-03-2023,18205.56,68.26,17.87,8.05
Accord Synergy Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10113.7,28-03-2018,166.66,7.49,6.41,1.31,11623.9,29-03-2019,86.8,6.65,3.76,0.56,8263.45,19-03-2020,44.27,8.64,1.48,0.24,14690.7,31-03-2021,62.5,2.3,7.81,0.31,17464.75,31-03-2022,83.5,-16.85,,0.59,16951.7,28-03-2023,74.65,-11.69,,0.53
Accuracy Shipping Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11623.9,29-03-2019,1188.67,6.22,12.69,1.85,8597.75,31-03-2020,206.27,2.49,5.5,0.28,14690.7,31-03-2021,753.55,5.73,8.74,0.92,17464.75,31-03-2022,3620.97,11.88,20.24,3.64,17359.75,31-03-2023,1994.92,0.53,25.16,1.87
Ace Integrated Solutions Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10094.25,19-03-2018,306,1.59,28.33,2.14,11445.05,27-03-2019,243.1,2.38,15.01,1.52,8263.45,19-03-2020,98.26,0.49,29.78,0.6,15174.8,10-03-2021,98.26,-1.46,,0.63,17222,28-03-2022,265.2,0.01,2652,1.62,17359.75,31-03-2023,347.82,0.46,74,1.89
Acropetal Technologies Ltd.,5682.55,28-03-2013,227.51,5.44,1.07,0.08,6704.2,31-03-2014,132.23,-19.85,,0.06,8491,31-03-2015,106.95,-47.32,,0.47,7738.4,31-03-2016,106.95,-3.32,,,9045.2,27-03-2017,66.11,0.93,1.82,,9313.8,02-05-2017,66.11,-0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Action Construction Equipment Ltd.,5682.55,28-03-2013,1162.54,0.51,23.25,0.48,6704.2,31-03-2014,1419.79,0.39,36.88,0.57,8491,31-03-2015,4012.02,0.02,2507.51,1.57,7738.4,31-03-2016,4540.4,0.53,73.35,1.62,9173.75,31-03-2017,7010.05,1.17,50.98,1.96,10113.7,28-03-2018,19669.2,2.78,60.39,5.06,11623.9,29-03-2019,13445.22,5.53,20.71,3.03,8597.75,31-03-2020,3886.8,4.51,7.6,0.88,14690.7,31-03-2021,17516.13,6.6,23.39,3.35,17464.75,31-03-2022,28639.51,8.83,27.24,3.79,17359.75,31-03-2023,48454.95,13.19,30.85,5.33
Adani Energy Solutions Ltd.,,,,,,,,,,,,,,,,,,,7738.4,31-03-2016,37778.48,-0.53,,1.68,9173.75,31-03-2017,70552.82,0.03,1927.67,3.33,10113.7,28-03-2018,213033.21,-0.12,,10.28,11623.9,29-03-2019,239098.71,0.64,338.62,11.66,8597.75,31-03-2020,207919.1,0.05,3871.86,13.58,14690.7,31-03-2021,999067.48,-0.19,,79.49,17464.75,31-03-2022,2604515.25,-0.59,,308.03,17359.75,31-03-2023,1107740.01,1.53,650.69,10.73
Adani Enterprises Ltd.,5682.55,28-03-2013,222381.6,4.44,45.53,1.92,6704.2,31-03-2014,404730.11,-2.29,,4.03,8491,31-03-2015,676768.13,3.68,167.32,6.58,7738.4,31-03-2016,81165.98,4.7,15.69,2.29,9173.75,31-03-2017,119384.38,2.13,50.87,3.17,10113.7,28-03-2018,172010.3,1.07,145.65,4.41,11623.9,29-03-2019,161397.13,2.08,70.48,4.01,8597.75,31-03-2020,151333.87,3.59,38.32,4.02,14690.7,31-03-2021,1134069.17,4.52,228.29,27.47,17464.75,31-03-2022,2215842.36,6.27,321.49,46.84,17359.75,31-03-2023,1995514.96,14.79,118.33,14.32
Adani Green Energy Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11623.9,29-03-2019,58103.13,-0.63,,4.15,8597.75,31-03-2020,239685.19,0.86,178.87,16.66,14690.7,31-03-2021,1728001.18,1.54,717.01,100.41,17464.75,31-03-2022,2994618.14,-0.65,,197.01,17359.75,31-03-2023,1395770.22,-1.66,,28.44
Adani Ports & Special Economic Zone Ltd.,5682.55,28-03-2013,277870.76,7.99,17.36,4.29,6704.2,31-03-2014,388031.18,9.18,20.41,4.16,8491,31-03-2015,637989.91,10.39,29.65,5.7,7738.4,31-03-2016,512974.75,14.3,17.32,3.83,9173.75,31-03-2017,703295.22,15.07,22.53,4.21,10113.7,28-03-2018,733324.02,13.83,25.61,3.98,11623.9,29-03-2019,783130.41,11.95,31.64,3.98,8597.75,31-03-2020,510579.22,9.48,26.51,2.59,14690.7,31-03-2021,1427102.44,9.49,74.04,6.6,17464.75,31-03-2022,1635399.35,0.76,1023.85,6.23,17359.75,31-03-2023,1364991.8,-2.06,,4.78
Adani Power Ltd.,5682.55,28-03-2013,97286.51,-7.6,,2,6704.2,31-03-2014,139575.41,-0.34,,1.79,8491,31-03-2015,135841.92,-1.02,,1.76,7738.4,31-03-2016,114854.2,0.33,105.9,1.27,9173.75,31-03-2017,153891.86,-6.49,,3.29,10113.7,28-03-2018,91409.45,-6.84,,1.75,11623.9,29-03-2019,185904.46,-0.47,,1.98,8597.75,31-03-2020,107030.06,-3.48,,1.49,14690.7,31-03-2021,328032.66,-1.31,,5.21,17464.75,31-03-2022,713919.4,11.97,15.47,22.11,17359.75,31-03-2023,738989.5,10.19,18.8,5.77
Adani Total Gas Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11623.9,29-03-2019,141545.56,1.99,64.56,13.72,8597.75,31-03-2020,94968.6,3.98,21.72,6.42,14690.7,31-03-2021,1057192.44,4.2,228.72,54.15,17464.75,31-03-2022,2364371.72,4.54,473.07,97.3,17359.75,31-03-2023,954360.2,4.83,179.74,32.48
Adani Wilmar Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17464.75,31-03-2022,671803.87,6.18,83.6,9.11,17359.75,31-03-2023,527474.56,4.65,87.25,6.6
Adhunik Metaliks Ltd.,5682.55,28-03-2013,3606.19,-0.04,,0.53,6704.2,31-03-2014,5477.2,-1.96,,0.79,8491,31-03-2015,2562.62,-30.37,,0.7,7738.4,31-03-2016,1370.84,-40.49,,,9173.75,31-03-2017,845.97,-64.57,,,10113.7,28-03-2018,426.07,-78.72,,,11623.9,29-03-2019,339.62,-79.93,,,12056.05,29-11-2019,61.75,-41.95,,,,,,,,,,,,,,,,,,,,
Aditya Birla Capital Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10113.7,28-03-2018,321241.69,0.26,554.25,5.11,11623.9,29-03-2019,213976.5,-0.13,,2.97,8597.75,31-03-2020,101740.01,0.24,174.57,1.08,14690.7,31-03-2021,288142.66,0.3,395.91,3.02,17464.75,31-03-2022,260115.99,1.42,75.58,2.63,17359.75,31-03-2023,371282.99,0.57,269.32,3.68
Aditya Birla Chemicals (India) Ltd. [Merged],5682.55,28-03-2013,1827.65,11.83,6.61,0.49,6704.2,31-03-2014,4064.57,19.67,8.84,0.96,8491,31-03-2015,5079.55,10.19,21.32,1.14,7562.4,13-01-2016,5267.81,16.59,13.58,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aditya Birla Fashion & Retail Ltd.,,,,,,,6704.2,31-03-2014,7664.75,-18.73,,1.32,8491,31-03-2015,10671.26,-24.52,,3.09,7738.4,31-03-2016,112366.36,-1.42,,12.46,9173.75,31-03-2017,118545.6,0.71,215.85,12.41,10113.7,28-03-2018,116410.04,0.35,425.01,12.11,11623.9,29-03-2019,170436.64,3.03,72.73,14.07,8597.75,31-03-2020,118336.65,-2.01,,10.9,14690.7,31-03-2021,188752.01,-7.14,,6.97,17464.75,31-03-2022,283459.52,-1.05,,9.84,17359.75,31-03-2023,203365.78,1.37,156.08,6.14
Aditya Birla Money Ltd.,5682.55,28-03-2013,897.48,-1.72,,2.94,6704.2,31-03-2014,736.82,-1.41,,2.7,8491,31-03-2015,1332.37,1.21,19.92,5.13,7738.4,31-03-2016,1157.86,0.16,130.1,4.26,9173.75,31-03-2017,1753.41,1.1,28.84,5.26,10113.7,28-03-2018,2834.17,1.28,39.58,7.45,11623.9,29-03-2019,2654.61,1.62,29.04,15.13,8597.75,31-03-2020,1086.62,1.92,10.06,3.47,14690.7,31-03-2021,2311.17,2.8,14.66,4.83,17464.75,31-03-2022,3393.77,4.64,12.96,4.56,17359.75,31-03-2023,2571.43,6.16,7.39,2.36
Aditya Birla Nuvo Ltd. [Merged],5682.55,28-03-2013,117273.97,31.94,30.54,1.8,6704.2,31-03-2014,141961.73,52.86,20.64,1.75,8491,31-03-2015,216535.28,39.69,41.93,2.54,7738.4,31-03-2016,107121.32,20.81,39.53,1.25,9173.75,31-03-2017,197787.33,96.05,15.81,2,9613.3,04-07-2017,245922.1,96,19.66,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aditya Birla Sun Life A M C Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17464.75,31-03-2022,153748.8,22.83,23.38,6.99,17359.75,31-03-2023,89625.6,20.48,15.19,3.57
Ador Welding Ltd.,5682.55,28-03-2013,1529.15,14.22,7.91,0.83,6704.2,31-03-2014,1968.38,13.54,10.69,1.09,8491,31-03-2015,2945.43,1.99,108.69,1.44,7738.4,31-03-2016,3903.44,17.99,15.95,1.79,9173.75,31-03-2017,4239.32,12.52,24.91,1.79,10113.7,28-03-2018,5081.75,11.52,32.45,2.06,11623.9,29-03-2019,4677.19,18.74,18.35,1.82,8597.75,31-03-2020,2521.16,17.42,10.64,1.01,14690.7,31-03-2021,4089.06,-7.96,,1.72,17464.75,31-03-2022,8456.89,17.19,36.19,3,17359.75,31-03-2023,12518.75,42.4,21.71,3.87
Adroit Infotech Ltd.,,,,,,,,,,,,,,,,,,,7738.4,31-03-2016,786.1,1.36,33.17,4.48,9173.75,31-03-2017,1149.18,0.75,85.12,5.13,10113.7,28-03-2018,543.2,1.73,17.24,2.14,11623.9,29-03-2019,313.29,-0.74,,1.46,8597.75,31-03-2020,106.86,-7.8,,1.7,14690.7,31-03-2021,158.93,0,,2.52,17464.75,31-03-2022,207.33,0.35,32.4,3,17359.75,31-03-2023,396.23,0.68,28.71,2.98
Advanced Enzyme Technologies Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,9173.75,31-03-2017,45979.29,15.46,133.23,18.02,10113.7,28-03-2018,23799.52,3.04,70.12,8.63,11623.9,29-03-2019,20387.1,3.66,49.86,6.59,8597.75,31-03-2020,15914.18,5.19,27.46,4.3,14690.7,31-03-2021,38540.72,6.29,54.82,8.85,17464.75,31-03-2022,31538.97,4.74,59.47,6.57,17359.75,31-03-2023,25943.19,5.02,46.17,4.94
Advani Hotels & Resorts (India) Ltd.,5682.55,28-03-2013,1358.85,0.53,55.92,4.85,6704.2,31-03-2014,1656.96,0.45,80.43,4.99,8491,31-03-2015,1941.21,0.79,53.48,5.71,7735.2,30-03-2016,2195.41,0.87,54.48,6.47,9173.75,31-03-2017,2627.56,1.79,31.77,6.31,10113.7,28-03-2018,2495.84,1.62,33.32,5.71,11623.9,29-03-2019,3147.53,1.74,39.1,6.51,8597.75,31-03-2020,1391.2,2.37,12.72,2.94,14690.7,31-03-2021,2627.56,-0.97,,6.08,17464.75,31-03-2022,4219.82,1.33,68.61,8.46,17359.75,31-03-2023,3330.1,6.21,11.61,5.31
Advanta Ltd. [Merged],5682.55,28-03-2013,17238.35,1.2,853.38,5.25,6704.2,31-03-2014,10927.62,0.88,146.88,3.25,8491,31-03-2015,38661.62,0.82,510.05,10.08,7738.4,31-03-2016,50422.98,5.3,90.93,10.81,8638.5,29-07-2016,80217.85,4.45,144.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aegis Logistics Ltd.,5682.55,28-03-2013,4195.04,7.97,15.75,1.3,6704.2,31-03-2014,5667.98,6.13,27.68,1.76,8491,31-03-2015,20245.41,32.43,18.69,5.01,7738.4,31-03-2016,32381.3,1.48,65.58,7.67,9173.75,31-03-2017,64996.4,1.8,108.17,9.3,10113.7,28-03-2018,86706.4,2.66,97.49,11.4,11623.9,29-03-2019,67868.8,2.75,73.81,8.45,8597.75,31-03-2020,47366.52,0.79,175.5,4.71,14690.7,31-03-2021,104826.15,4.21,70.86,8.59,17464.75,31-03-2022,72148.05,13.04,15.77,4.71,17359.75,31-03-2023,133011.45,10.87,34.87,6.12
Aether Industries Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17359.75,31-03-2023,116610.52,10.46,89.49,9.37
Affle (India) Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8597.75,31-03-2020,25635.32,12.33,81.54,15.53,14690.7,31-03-2021,139154.07,11.12,491.02,72.03,17464.75,31-03-2022,167903,4.21,299.35,19.9,17359.75,31-03-2023,131532.12,5,197.29,14.47
Aftek Ltd.,5682.55,28-03-2013,539.92,-0.18,,0.11,6704.2,31-03-2014,352.6,-1.67,,0.08,8491,31-03-2015,385.66,-1.91,,0.09,7935.25,30-11-2015,209.36,-1.96,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agarwal Float Glass India Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17359.75,31-03-2023,268.01,3.56,10.39,1.76
Agarwal Industrial Corpn. Ltd.,,,,,,,,,,,,,8491,31-03-2015,505.81,10.54,8.71,1.17,7738.4,31-03-2016,693.52,12.33,10.2,1.04,9173.75,31-03-2017,6167.88,8.83,68.76,5.8,10113.7,28-03-2018,3470.02,11.51,29.38,2.94,11623.9,29-03-2019,1630.63,10.03,15.85,1.3,8597.75,31-03-2020,456,14.39,3.09,0.31,14690.7,31-03-2021,1629.09,21.47,7.39,0.98,17464.75,31-03-2022,8909.33,29.08,23.2,3.83,17359.75,31-03-2023,8519.21,32.59,17.48,2.86
Agni Green Power Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17359.75,31-03-2023,353.58,-0.72,,1.16
Agro Dutch Inds. Ltd.,5682.55,28-03-2013,146.79,-15.27,,,6704.2,31-03-2014,76.11,-12.27,,,8491,31-03-2015,141.35,-15.4,,,7738.4,31-03-2016,149.5,-15.32,,,9045.2,27-03-2017,92.42,-15.32,,,9237.85,03-04-2017,89.7,-13.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agro Phos (India) Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,9173.75,31-03-2017,446.03,0.6,36.86,1.2,10113.7,28-03-2018,691.35,0.44,77.68,1.84,11623.9,29-03-2019,1423.24,-0.04,,4.23,8597.75,31-03-2020,115.56,1.93,2.95,0.3,14690.7,31-03-2021,237.21,1.57,7.46,0.57,17464.75,31-03-2022,468.33,2.44,9.48,1,17359.75,31-03-2023,635.59,2.47,12.71,1.22
Agro Tech Foods Ltd.,5682.55,28-03-2013,12029.89,16.23,30.41,5.09,6704.2,31-03-2014,12324.76,17.69,28.58,4.37,8491,31-03-2015,15556.12,15.25,41.85,4.96,7738.4,31-03-2016,11448.68,9.4,49.97,3.4,9173.75,31-03-2017,13166.71,9.85,54.84,4.3,10113.7,28-03-2018,15500.07,12.44,51.12,4.69,11623.9,29-03-2019,14546.01,13.59,43.93,4.05,8597.75,31-03-2020,9316.37,13.46,28.39,2.29,14690.7,31-03-2021,20300.82,11.43,72.89,4.68,17464.75,31-03-2022,20440.94,8.95,93.72,4.44,17359.75,31-03-2023,21363.32,6.37,137.65,4.4
Ahimsa Industries Ltd.,,,,,,,,,,,,,,,,,,,7455.55,02-02-2016,137.94,-2.06,,1.44,8391.5,23-01-2017,142.32,2.72,9.55,1.2,10322.25,11-12-2017,132.47,1.46,16.56,1.04,11532.4,19-03-2019,131.38,2.28,10.51,0.94,8660.25,27-03-2020,136.85,-1.35,,1.03,14736.4,22-03-2021,108.39,-1.35,,0.83,17464.75,31-03-2022,93.06,-0.35,,0.68,17711.45,06-03-2023,47.62,-1.57,,0.34
Ahlada Engineers Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11623.9,29-03-2019,1204.24,9.71,9.6,1.15,8597.75,31-03-2020,589.84,5.99,7.62,0.54,14690.7,31-03-2021,1182.27,7.98,11.47,0.99,17464.75,31-03-2022,1299.85,4.01,25.09,1.06,17359.75,31-03-2023,1096.99,4.19,20.28,0.87
Ahluwalia Contracts (India) Ltd.,5682.55,28-03-2013,1399.61,-18.43,,0.74,6704.2,31-03-2014,2541.88,-2.21,,1.13,8491,31-03-2015,16720.09,9.22,27.06,4.96,7738.4,31-03-2016,20310.63,12.25,24.75,4.81,9173.75,31-03-2017,21017.35,12.2,25.71,4.16,10113.7,28-03-2018,25180.62,14.93,25.18,4.27,11623.9,29-03-2019,21760.91,17.18,18.91,3.08,8597.75,31-03-2020,11495.07,9.5,18.07,1.43,14690.7,31-03-2021,20042.68,10.21,29.3,2.28,17464.75,31-03-2022,31554.49,20.97,22.46,3.04,17359.75,31-03-2023,38628.38,28.98,19.9,3.14
Airan Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,9173.75,31-03-2017,847.01,1.69,40.14,2.35,10113.7,28-03-2018,2959.85,2.06,115.17,7.9,11570,28-03-2019,3809.98,0.73,83.37,8.47,8597.75,31-03-2020,1181.44,0.51,18.49,1.47,14690.7,31-03-2021,1950.31,0.44,35.85,2.27,17464.75,31-03-2022,2262.86,0.67,26.91,2.4,17359.75,31-03-2023,1737.78,0.75,18.51,1.68
Airo Lam Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10113.7,28-03-2018,697.59,3.6,12.92,1.88,11623.9,29-03-2019,523.57,0.19,186.99,1.41,8281.1,30-03-2020,237.03,2.91,5.42,0.57,14814.75,23-03-2021,405.05,2.91,9.29,0.87,17464.75,31-03-2022,1027.64,4.36,15.71,1.82,17359.75,31-03-2023,981.13,4.93,13.26,1.54
Ajanta Pharma Ltd.,5682.55,28-03-2013,15101.62,41.61,15.5,4.37,6704.2,31-03-2014,34974.95,63.95,15.56,6.52,8491,31-03-2015,108082.56,35.69,34.43,13.75,7738.4,31-03-2016,124006.96,48.39,29.12,10.96,9173.75,31-03-2017,154937.2,57.25,30.75,10.3,10113.7,28-03-2018,122370.96,52.37,26.55,6.6,11623.9,29-03-2019,90325.1,48.82,21.2,4.3,8597.75,31-03-2020,119225.07,51.12,26.73,4.84,14690.7,31-03-2021,155056.28,77.5,23.12,5.37,17464.75,31-03-2022,154666.61,81.74,22.15,4.88,17359.75,31-03-2023,154877.69,45.35,26.65,4.77
Ajmera Realty & Infra India Ltd.,5682.55,28-03-2013,3340.9,3.27,28.78,0.96,6704.2,31-03-2014,1868.28,1.73,30.43,0.54,8491,31-03-2015,4185.44,6.25,18.86,1.15,7738.4,31-03-2016,4904.01,9.58,14.42,1.26,9173.75,31-03-2017,7238.91,17.31,11.78,1.64,10113.7,28-03-2018,8555.4,19.49,12.37,1.76,11623.9,29-03-2019,6736.8,20.77,9.14,1.26,8597.75,31-03-2020,2295.87,7.98,8.11,0.39,14690.7,31-03-2021,4174.8,6.66,17.67,0.7,17464.75,31-03-2022,11608.88,11.47,28.52,1.81,17359.75,31-03-2023,9825.76,20.01,13.84,1.4
Ajooni Biotech Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10113.7,28-03-2018,188.53,0.48,67.33,1.94,11570,28-03-2019,122.18,0.65,30.54,1.02,8281.1,30-03-2020,63.88,0.17,45.63,0.41,14690.7,31-03-2021,304.17,0.37,82.21,1.94,17464.75,31-03-2022,673.38,1.06,63.53,4.11,17359.75,31-03-2023,388.63,0.11,34.7,0.84
Akash Infra-Projects Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,9173.75,31-03-2017,970.54,5.61,22.78,1.44,10130.65,26-03-2018,607.06,5.5,14.56,0.89,11456.9,22-03-2019,859.99,-2.09,,1.17,8641.45,26-03-2020,1533.65,0.84,108,2,14690.7,31-03-2021,3547.03,0.85,248.04,4.6,17464.75,31-03-2022,1055.59,1.39,45.11,1.33,17359.75,31-03-2023,399.64,0.82,28.96,0.49
Aksh Optifibre Ltd.,5682.55,28-03-2013,2547.89,1.82,9.43,0.71,6704.2,31-03-2014,2280.47,1.76,8.73,0.64,8491,31-03-2015,2167.02,2.17,6.6,0.55,7738.4,31-03-2016,2122.78,2.06,6.33,0.48,9173.75,31-03-2017,3456.63,0.85,24.98,0.74,10113.7,28-03-2018,5100.58,0.8,39.39,1.06,11623.9,29-03-2019,3066.86,2.93,6.43,0.58,8597.75,31-03-2020,488.09,-15.23,,0.18,14690.7,31-03-2021,870.43,0.13,40.67,0.33,17464.75,31-03-2022,1626.98,1.05,9.56,0.57,17359.75,31-03-2023,1374.8,0.98,8.66,0.46
Akshar Spintex Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17359.75,31-03-2023,1524.94,-1.23,,3.77
Aksharchem (India) Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,9173.75,31-03-2017,5316.48,71.44,10.18,3.79,10113.7,28-03-2018,4876.44,42.08,14.13,2.07,11623.9,29-03-2019,2718.34,30.23,10.96,1.07,8597.75,31-03-2020,1244.33,19.29,7.87,0.47,14690.7,31-03-2021,1909.97,14.89,15.64,0.69,17464.75,31-03-2022,2802.75,18.03,19.36,1,17359.75,31-03-2023,1647.19,-1.17,,0.59
